threshold,side,object_id,label,count,object_mesh_vertices,bbox_cx,bbox_cy,bbox_cz,bbox_dx,bbox_dy,bbox_dz
0.05,dsg_fp,5692549928996307098,4,577,4242,-0.124878,20.5011,1.12156,0.541583,0.541216,0.264924
0.05,dsg_fp,5692549928996307064,2,1,306,17.4522,29.1304,1.98069,0.298176,0.374559,0.12219
0.05,dsg_fp,5692549928996307093,11,1,29604,17.8745,23.1203,1.47205,1.0636,1.01048,0.962081
0.05,dsg_fp,5692549928996307053,4,46,21888,15.7642,24.1775,1.12562,0.567657,0.497196,0.262506
0.05,dsg_fp,5692549928996307051,2,42,4782,13.954,27.6846,1.39814,0.324125,0.257589,0.786431
0.05,dsg_fp,5692549928996307005,2,11,7923,-8.3368,34.6212,2.01583,0.818979,0.908314,0.490301
0.05,dsg_fp,5692549928996307018,3,1215,3474,-7.00265,33.4453,1.77007,0.298772,0.737938,1.5337
0.05,dsg_fp,5692549928996307017,3,290,3465,-8.58965,32.1528,1.74296,0.878103,1.24446,0.616036
0.05,dsg_fp,5692549928996307016,2,306,6342,-4.09761,33.4441,1.80379,0.437773,0.462101,0.103767
0.05,dsg_fp,5692549928996306984,3,197,1416,-8.08587,33.8855,1.96331,1.24175,0.0901871,0.20082
0.05,dsg_fp,5692549928996307015,3,111,4638,-7.88086,34.828,1.76505,2.31196,2.2397,1.55075
0.05,dsg_fp,5692549928996306994,2,211,14955,-7.07211,34.2891,1.97559,0.65172,0.360054,0.408292
0.05,dsg_fp,5692549928996307011,3,834,6996,-3.71572,33.2131,1.30732,0.357603,0.134823,0.580716
0.05,dsg_fp,5692549928996307006,11,3112,32853,-7.77351,35.0275,1.89674,0.778607,0.798126,0.820639
0.05,dsg_fp,5692549928996306988,11,3685,35022,-7.68177,35.1042,2.03804,0.517684,0.64481,0.542969
0.05,dsg_fp,5692549928996307003,3,264,7416,-8.22257,34.3824,1.26802,1.66845,1.12862,0.541023
0.05,dsg_fp,5692549928996306998,2,3819,4701,-9.02826,35.3983,2.10415,0.958192,0.847855,0.658872
0.05,dsg_fp,5692549928996306982,2,72,5001,-8.80504,35.1824,2.23996,0.446643,0.112331,0.384969
0.05,dsg_fp,5692549928996307109,4,2836,11331,-14.0417,32.9572,1.38939,0.835967,0.697037,0.763343
0.05,dsg_fp,5692549928996306978,3,51,1671,-8.98036,35.383,2.20449,0.115939,1.69698,0.737639
0.05,dsg_fp,5692549928996306999,3,5086,1056,-8.73922,34.1847,1.76171,4.10786,0.963837,1.53391
0.05,dsg_fp,5692549928996306997,3,849,1251,-7.88298,33.8396,2.25665,2.15103,0.089344,0.58321
0.05,dsg_fp,5692549928996306996,2,544,4809,-9.32427,35.5629,1.94058,0.41002,1.10235,0.342798
0.05,dsg_fp,5692549928996306980,2,18,2445,-9.65092,32.8703,1.7984,0.799759,0.711136,0.0383149
0.05,dsg_fp,5692549928996306995,2,907,4074,-9.75086,33.0954,1.9929,1.15333,1.39492,0.536741
0.05,dsg_fp,5692549928996307024,2,74,8475,-4.71545,32.9473,1.9371,0.162014,0.391472,0.329994
0.05,dsg_fp,5692549928996306965,3,7543,11451,-9.159,32.0392,1.76935,1.41705,1.07143,1.56866
0.05,dsg_fp,5692549928996307020,2,304,2478,-4.44814,33.3776,1.85184,0.276707,0.491177,0.202353
0.05,dsg_fp,5692549928996306961,2,280,2202,-13.7392,28.5482,1.11115,0.647549,0.690823,0.224288
0.05,dsg_fp,5692549928996307019,2,508,5352,-2.89677,31.6445,1.84006,0.319503,0.447159,0.12839
0.05,dsg_fp,5692549928996306960,2,1196,7899,-13.1003,27.7593,1.77667,0.661176,0.563316,1.47749
0.05,dsg_fp,5692549928996307087,3,1896,9648,13.8803,29.6547,2.33714,0.802863,3.42924,2.70943
0.05,dsg_fp,5692549928996306989,11,1520,6096,-10.2374,35.1585,1.18516,0.407071,0.600693,0.359425
0.05,dsg_fp,5692549928996307014,3,766,9543,-2.60097,31.7246,2.69102,0.0729494,1.11053,0.964981
0.05,dsg_fp,5692549928996306955,2,7729,13224,-6.25393,21.837,1.39258,0.480433,0.426594,0.797499
0.05,dsg_fp,5692549928996307082,4,1882,18456,13.8761,30.3285,2.21146,0.465755,0.372725,0.258865
0.05,dsg_fp,5692549928996307013,2,1863,23247,-8.58384,33.4744,2.03715,0.376868,0.493061,0.390467
0.05,dsg_fp,5692549928996306954,2,4278,4260,-8.17052,27.1578,1.39629,0.523962,0.304316,0.79144
0.05,dsg_fp,5692549928996307081,4,3264,17796,13.865,30.3604,3.18768,0.508116,0.419205,0.256573
0.05,dsg_fp,5692549928996307025,11,9055,38889,-3.82339,31.953,1.84153,0.439294,0.349459,0.533914
0.05,dsg_fp,5692549928996306966,2,13351,64710,-9.32524,31.3887,1.19489,0.337131,0.42005,0.383377
0.05,dsg_fp,5692549928996306953,15,1853,3666,-8.87404,26.8144,2.24423,0.545332,0.580158,2.04271
0.05,dsg_fp,5692549928996307080,4,1574,25887,13.8633,30.5302,1.73188,0.460373,0.394875,0.245062
