threshold,side,object_id,label,count,object_mesh_vertices,bbox_cx,bbox_cy,bbox_cz,bbox_dx,bbox_dy,bbox_dz
0.2,gt_fn,5692549928996307041,11,10,8580,2.95707,17.8472,1.4739,0.928479,0.623283,0.952938
0.2,gt_fn,5692549928996307100,11,30,4992,3.03475,17.2378,1.45067,1.09392,4.28043,0.997137
0.2,gt_fn,5692549928996307071,3,319,7446,17.1671,29.5671,1.52579,2.01198,2.11771,1.06018
0.2,gt_fn,5692549928996307032,3,50,12684,-7.61408,28.6674,1.83415,2.05795,1.61725,1.70277
0.2,gt_fn,5692549928996306973,3,18,5178,-9.43849,35.3888,1.73985,0.875507,1.6991,0.619646
0.2,gt_fn,5692549928996306999,3,35,1056,-8.73922,34.1847,1.76171,4.10786,0.963837,1.53391
0.2,dsg_fp,5692549928996306949,11,8,11052,-14.7766,22.1528,1.46687,1.47824,1.06381,0.976274
0.2,dsg_fp,5692549928996306953,15,10,3666,-8.87404,26.8144,2.24423,0.545332,0.580158,2.04271
0.2,dsg_fp,5692549928996306951,11,32,7641,-11.9481,22.1127,1.46991,3.27976,1.14113,0.962877
0.2,dsg_fp,5692549928996307015,3,1,4638,-7.88086,34.828,1.76505,2.31196,2.2397,1.55075
0.2,dsg_fp,5692549928996307032,3,22,12684,-7.61408,28.6674,1.83415,2.05795,1.61725,1.70277
0.2,dsg_fp,5692549928996307053,4,12,21888,15.7642,24.1775,1.12562,0.567657,0.497196,0.262506
0.2,dsg_fp,5692549928996307105,11,4,6357,-8.67793,24.8308,1.47985,1.28056,1.28686,0.940451
0.2,dsg_fp,5692549928996307056,11,12,9876,18.2323,23.1004,1.46754,1.793,1.05765,0.962242
0.2,dsg_fp,5692549928996306971,3,2,3711,-13.3566,33.8915,1.38303,0.912923,3.22643,0.787893
0.2,dsg_fp,5692549928996307087,3,30,9648,13.8803,29.6547,2.33714,0.802863,3.42924,2.70943
0.2,dsg_fp,5692549928996307071,3,4,7446,17.1671,29.5671,1.52579,2.01198,2.11771,1.06018
0.2,dsg_fp,5692549928996307100,11,20,4992,3.03475,17.2378,1.45067,1.09392,4.28043,0.997137
0.2,dsg_fp,5692549928996307077,3,10,10587,13.9161,28.9148,2.19023,0.728414,1.27564,2.41711
0.2,dsg_fp,5692549928996307103,3,3,13311,-8.46851,13.5067,1.5131,2.2058,2.19347,1.11159
0.2,dsg_fp,5692549928996307099,11,5,3264,2.96321,17.2101,1.54171,0.944152,2.61386,0.854393
